"test url","fcp","fid","lcp","cls","date","device"
"https://www.99acres.com/commercial-property-in-noida-ffid","1970","27","2009","0.05","2022-02-19 10:15","mobile"
"https://www.99acres.com/commercial-property-for-rent-in-noida-ffid","2116","20","2121","0","2022-02-19 10:15","mobile"
"https://www.99acres.com/mahagun-moderne-rent-in-sector-78-noida-5512-rnpffid","1517","no data","1590","0.01","2022-02-19 10:15","mobile"
"https://www.99acres.com/property-in-noida-ffid","1755","37","1769","0.05","2022-02-19 10:15","mobile"
"https://www.99acres.com/property-in-sector-150-noida-ffid","1770","no data","1782","0.04","2022-02-19 10:15","mobile"
"https://www.99acres.com","1662","23","1815","0.06","2022-02-19 10:15","mobile"
"https://www.99acres.com/property-in-noida-ffid","1766","37","1775","0.05","2022-02-19 12:15","mobile"
"https://www.99acres.com/property-in-sector-150-noida-ffid","1705","no data","1775","0.04","2022-02-19 12:15","mobile"
"https://www.99acres.com/residential-apartments-in-paldi-ahmedabad-west-ffid","2220","38","2221","0.06","2022-02-19 12:15","mobile"
"https://www.99acres.com/2-bhk-flats-for-rent-in-bhopal-ffid","1574","no data","1584","0.02","2022-02-19 12:15","mobile"
"https://www.99acres.com/rent-paying-guest-pg-in-noida-ffid","1825","18","1828","0.01","2022-02-19 12:15","mobile"
"https://www.99acres.com/commercial-property-in-noida-ffid","2001","26","2022","0.05","2022-02-19 12:15","mobile"
"https://www.99acres.com/mahagun-moderne-rent-in-sector-78-noida-5512-rnpffid","1528","19","1573","0.01","2022-02-19 12:15","mobile"
"https://www.99acres.com","1663","23","1816","0.06","2022-02-19 12:15","mobile"
"https://www.99acres.com/property-in-noida-ffid","1766","37","1775","0.05","2022-02-19 15:15","mobile"
"https://www.99acres.com/property-in-sector-150-noida-ffid","1705","no data","1775","0.04","2022-02-19 15:15","mobile"
"https://www.99acres.com/residential-apartments-in-paldi-ahmedabad-west-ffid","2220","38","2221","0.06","2022-02-19 15:15","mobile"
"https://www.99acres.com/property-for-rent-in-noida-ffid","1832","22","1845","0.02","2022-02-19 15:15","mobile"
"https://www.99acres.com/2-bhk-flats-for-rent-in-bhopal-ffid","1574","no data","1584","0.02","2022-02-19 15:15","mobile"
"https://www.99acres.com/rent-paying-guest-pg-in-noida-ffid","1825","18","1828","0.01","2022-02-19 15:15","mobile"
"https://www.99acres.com/commercial-property-in-noida-ffid","2001","26","2022","0.05","2022-02-19 15:15","mobile"
"https://www.99acres.com/commercial-property-for-rent-in-noida-ffid","2104","20","2117","0","2022-02-19 15:15","mobile"
"https://www.99acres.com/mahagun-moderne-rent-in-sector-78-noida-5512-rnpffid","1528","19","1573","0.01","2022-02-19 15:15","mobile"
"https://www.99acres.com/property-in-noida-ffid","1766","37","1775","0.05","2022-02-19 15:15","mobile"
"https://www.99acres.com/property-in-sector-150-noida-ffid","1705","no data","1775","0.04","2022-02-19 15:15","mobile"
"https://www.99acres.com","1663","23","1816","0.06","2022-02-19 15:15","mobile"
"https://www.99acres.com/property-in-noida-ffid","1766","37","1775","0.05","2022-02-19 18:15","mobile"
"https://www.99acres.com/property-in-sector-150-noida-ffid","1705","no data","1775","0.04","2022-02-19 18:15","mobile"
"https://www.99acres.com/residential-apartments-in-paldi-ahmedabad-west-ffid","2220","38","2221","0.06","2022-02-19 18:15","mobile"
"https://www.99acres.com/property-for-rent-in-noida-ffid","1832","22","1845","0.02","2022-02-19 18:15","mobile"
"https://www.99acres.com/2-bhk-flats-for-rent-in-bhopal-ffid","1574","no data","1584","0.02","2022-02-19 18:15","mobile"
"https://www.99acres.com/rent-paying-guest-pg-in-noida-ffid","1825","18","1828","0.01","2022-02-19 18:15","mobile"
"https://www.99acres.com/commercial-property-in-noida-ffid","2001","26","2022","0.05","2022-02-19 18:15","mobile"
"https://www.99acres.com/commercial-property-for-rent-in-noida-ffid","2104","20","2117","0","2022-02-19 18:15","mobile"
"https://www.99acres.com/mahagun-moderne-rent-in-sector-78-noida-5512-rnpffid","1528","19","1573","0.01","2022-02-19 18:15","mobile"
"https://www.99acres.com/property-in-noida-ffid","1766","37","1775","0.05","2022-02-19 18:15","mobile"
"https://www.99acres.com/property-in-sector-150-noida-ffid","1705","no data","1775","0.04","2022-02-19 18:15","mobile"
"https://www.99acres.com","1663","23","1816","0.06","2022-02-19 18:15","mobile"
"https://www.99acres.com/property-in-noida-ffid","1766","37","1775","0.05","2022-02-19 20:15","mobile"
"https://www.99acres.com/property-in-sector-150-noida-ffid","1705","no data","1775","0.04","2022-02-19 20:15","mobile"
"https://www.99acres.com/residential-apartments-in-paldi-ahmedabad-west-ffid","2220","38","2221","0.06","2022-02-19 20:15","mobile"
"https://www.99acres.com/property-for-rent-in-noida-ffid","1832","22","1845","0.02","2022-02-19 20:15","mobile"
"https://www.99acres.com/2-bhk-flats-for-rent-in-bhopal-ffid","1574","no data","1584","0.02","2022-02-19 20:15","mobile"
"https://www.99acres.com/rent-paying-guest-pg-in-noida-ffid","1825","18","1828","0.01","2022-02-19 20:15","mobile"
"https://www.99acres.com/commercial-property-in-noida-ffid","2001","26","2022","0.05","2022-02-19 20:15","mobile"
"https://www.99acres.com/commercial-property-for-rent-in-noida-ffid","2104","20","2117","0","2022-02-19 20:15","mobile"
"https://www.99acres.com/mahagun-moderne-rent-in-sector-78-noida-5512-rnpffid","1528","19","1573","0.01","2022-02-19 20:15","mobile"
"https://www.99acres.com/property-in-noida-ffid","1766","37","1775","0.05","2022-02-19 20:15","mobile"
"https://www.99acres.com/property-in-sector-150-noida-ffid","1705","no data","1775","0.04","2022-02-19 20:15","mobile"
"https://www.99acres.com","1663","23","1816","0.06","2022-02-19 20:15","mobile"
"https://www.99acres.com/property-in-noida-ffid","1766","37","1775","0.05","2022-02-19 22:15","mobile"
"https://www.99acres.com/property-in-sector-150-noida-ffid","1705","no data","1775","0.04","2022-02-19 22:15","mobile"
"https://www.99acres.com/residential-apartments-in-paldi-ahmedabad-west-ffid","2220","38","2221","0.06","2022-02-19 22:15","mobile"
"https://www.99acres.com/property-for-rent-in-noida-ffid","1832","22","1845","0.02","2022-02-19 22:15","mobile"
"https://www.99acres.com/2-bhk-flats-for-rent-in-bhopal-ffid","1574","no data","1584","0.02","2022-02-19 22:15","mobile"
"https://www.99acres.com/rent-paying-guest-pg-in-noida-ffid","1825","18","1828","0.01","2022-02-19 22:15","mobile"
"https://www.99acres.com/commercial-property-in-noida-ffid","2001","26","2022","0.05","2022-02-19 22:15","mobile"
"https://www.99acres.com/commercial-property-for-rent-in-noida-ffid","2104","20","2117","0","2022-02-19 22:15","mobile"
"https://www.99acres.com/mahagun-moderne-rent-in-sector-78-noida-5512-rnpffid","1528","19","1573","0.01","2022-02-19 22:15","mobile"
"https://www.99acres.com/property-in-noida-ffid","1766","37","1775","0.05","2022-02-19 22:15","mobile"
"https://www.99acres.com/property-in-sector-150-noida-ffid","1705","no data","1775","0.04","2022-02-19 22:15","mobile"
"https://www.99acres.com","1663","23","1816","0.06","2022-02-19 22:15","mobile"
"https://www.99acres.com/property-in-noida-ffid","1766","37","1775","0.05","2022-02-20 08:15","mobile"
"https://www.99acres.com/property-in-sector-150-noida-ffid","1705","no data","1775","0.04","2022-02-20 08:15","mobile"
"https://www.99acres.com/residential-apartments-in-paldi-ahmedabad-west-ffid","2220","38","2221","0.06","2022-02-20 08:15","mobile"
"https://www.99acres.com/property-for-rent-in-noida-ffid","1832","22","1845","0.02","2022-02-20 08:15","mobile"
"https://www.99acres.com/2-bhk-flats-for-rent-in-bhopal-ffid","1574","no data","1584","0.02","2022-02-20 08:15","mobile"
"https://www.99acres.com/rent-paying-guest-pg-in-noida-ffid","1825","18","1828","0.01","2022-02-20 08:15","mobile"
"https://www.99acres.com/commercial-property-in-noida-ffid","2001","26","2022","0.05","2022-02-20 08:15","mobile"
"https://www.99acres.com/commercial-property-for-rent-in-noida-ffid","2104","20","2117","0","2022-02-20 08:15","mobile"
"https://www.99acres.com/mahagun-moderne-rent-in-sector-78-noida-5512-rnpffid","1528","19","1573","0.01","2022-02-20 08:15","mobile"
"https://www.99acres.com/property-in-noida-ffid","1766","37","1775","0.05","2022-02-20 08:15","mobile"
"https://www.99acres.com/property-in-sector-150-noida-ffid","1705","no data","1775","0.04","2022-02-20 08:15","mobile"
"https://www.99acres.com","1663","23","1816","0.06","2022-02-20 08:15","mobile"
"https://www.99acres.com/property-in-noida-ffid","1766","37","1775","0.05","2022-02-20 10:15","mobile"
"https://www.99acres.com/property-in-sector-150-noida-ffid","1705","no data","1775","0.04","2022-02-20 10:15","mobile"
"https://www.99acres.com/residential-apartments-in-paldi-ahmedabad-west-ffid","2220","38","2221","0.06","2022-02-20 10:15","mobile"
"https://www.99acres.com/property-for-rent-in-noida-ffid","1832","22","1845","0.02","2022-02-20 10:15","mobile"
"https://www.99acres.com/2-bhk-flats-for-rent-in-bhopal-ffid","1574","no data","1584","0.02","2022-02-20 10:15","mobile"
"https://www.99acres.com/rent-paying-guest-pg-in-noida-ffid","1825","18","1828","0.01","2022-02-20 10:15","mobile"
"https://www.99acres.com/commercial-property-in-noida-ffid","2001","26","2022","0.05","2022-02-20 10:15","mobile"
"https://www.99acres.com/commercial-property-for-rent-in-noida-ffid","2104","20","2117","0","2022-02-20 10:15","mobile"
"https://www.99acres.com/mahagun-moderne-rent-in-sector-78-noida-5512-rnpffid","1528","19","1573","0.01","2022-02-20 10:15","mobile"
"https://www.99acres.com/property-in-noida-ffid","1766","37","1775","0.05","2022-02-20 10:15","mobile"
"https://www.99acres.com/property-in-sector-150-noida-ffid","1705","no data","1775","0.04","2022-02-20 10:15","mobile"
"https://www.99acres.com","1663","23","1816","0.06","2022-02-20 10:15","mobile"
"https://www.99acres.com/property-in-noida-ffid","1766","37","1775","0.05","2022-02-20 12:15","mobile"
"https://www.99acres.com/property-in-sector-150-noida-ffid","1705","no data","1775","0.04","2022-02-20 12:15","mobile"
"https://www.99acres.com/property-for-rent-in-noida-ffid","1832","22","1845","0.02","2022-02-20 12:15","mobile"
"https://www.99acres.com/2-bhk-flats-for-rent-in-bhopal-ffid","1574","no data","1584","0.02","2022-02-20 12:15","mobile"
"https://www.99acres.com/rent-paying-guest-pg-in-noida-ffid","1825","18","1828","0.01","2022-02-20 12:15","mobile"
"https://www.99acres.com/commercial-property-in-noida-ffid","2001","26","2022","0.05","2022-02-20 12:15","mobile"
"https://www.99acres.com/commercial-property-for-rent-in-noida-ffid","2104","20","2117","0","2022-02-20 12:15","mobile"
"https://www.99acres.com/property-in-noida-ffid","1766","37","1775","0.05","2022-02-20 12:15","mobile"
"https://www.99acres.com/property-in-sector-150-noida-ffid","1705","no data","1775","0.04","2022-02-20 12:15","mobile"
"https://www.99acres.com","1663","23","1816","0.06","2022-02-20 12:15","mobile"
"https://www.99acres.com","1663","23","1816","0.06","2022-02-20 15:15","mobile"
"https://www.99acres.com/property-in-noida-ffid","1766","37","1775","0.05","2022-02-20 15:15","mobile"
"https://www.99acres.com/property-in-sector-150-noida-ffid","1705","no data","1775","0.04","2022-02-20 15:15","mobile"
"https://www.99acres.com/residential-apartments-in-paldi-ahmedabad-west-ffid","2220","38","2221","0.06","2022-02-20 15:15","mobile"
"https://www.99acres.com/property-for-rent-in-noida-ffid","1832","22","1845","0.02","2022-02-20 15:15","mobile"
"https://www.99acres.com/2-bhk-flats-for-rent-in-bhopal-ffid","1574","no data","1584","0.02","2022-02-20 15:15","mobile"
"https://www.99acres.com/rent-paying-guest-pg-in-noida-ffid","1825","18","1828","0.01","2022-02-20 15:15","mobile"
"https://www.99acres.com/commercial-property-in-noida-ffid","2001","26","2022","0.05","2022-02-20 15:15","mobile"
"https://www.99acres.com/commercial-property-for-rent-in-noida-ffid","2104","20","2117","0","2022-02-20 15:15","mobile"
"https://www.99acres.com/mahagun-moderne-rent-in-sector-78-noida-5512-rnpffid","1528","19","1573","0.01","2022-02-20 15:15","mobile"
"https://www.99acres.com/property-in-noida-ffid","1766","37","1775","0.05","2022-02-20 15:15","mobile"
"https://www.99acres.com/property-in-sector-150-noida-ffid","1705","no data","1775","0.04","2022-02-20 15:15","mobile"
"https://www.99acres.com","1663","23","1816","0.06","2022-02-20 20:15","mobile"
"https://www.99acres.com/property-in-noida-ffid","1766","37","1775","0.05","2022-02-20 20:15","mobile"
"https://www.99acres.com/property-in-sector-150-noida-ffid","1705","no data","1775","0.04","2022-02-20 20:15","mobile"
"https://www.99acres.com/residential-apartments-in-paldi-ahmedabad-west-ffid","2220","38","2221","0.06","2022-02-20 20:15","mobile"
"https://www.99acres.com/property-for-rent-in-noida-ffid","1832","22","1845","0.02","2022-02-20 20:15","mobile"
"https://www.99acres.com/2-bhk-flats-for-rent-in-bhopal-ffid","1574","no data","1584","0.02","2022-02-20 20:15","mobile"
"https://www.99acres.com/rent-paying-guest-pg-in-noida-ffid","1825","18","1828","0.01","2022-02-20 20:15","mobile"
"https://www.99acres.com/commercial-property-in-noida-ffid","2001","26","2022","0.05","2022-02-20 20:15","mobile"
"https://www.99acres.com/commercial-property-for-rent-in-noida-ffid","2104","20","2117","0","2022-02-20 20:15","mobile"
"https://www.99acres.com/mahagun-moderne-rent-in-sector-78-noida-5512-rnpffid","1528","19","1573","0.01","2022-02-20 20:15","mobile"
"https://www.99acres.com/property-in-noida-ffid","1766","37","1775","0.05","2022-02-20 20:15","mobile"
"https://www.99acres.com/property-in-sector-150-noida-ffid","1705","no data","1775","0.04","2022-02-20 20:15","mobile"
"https://www.99acres.com/property-in-noida-ffid","1766","37","1775","0.05","2022-02-20 22:15","mobile"
"https://www.99acres.com/property-in-sector-150-noida-ffid","1705","no data","1775","0.04","2022-02-20 22:15","mobile"
"https://www.99acres.com/residential-apartments-in-paldi-ahmedabad-west-ffid","2220","38","2221","0.06","2022-02-20 22:15","mobile"
"https://www.99acres.com/property-for-rent-in-noida-ffid","1832","22","1845","0.02","2022-02-20 22:15","mobile"
"https://www.99acres.com/2-bhk-flats-for-rent-in-bhopal-ffid","1574","no data","1584","0.02","2022-02-20 22:15","mobile"
"https://www.99acres.com/rent-paying-guest-pg-in-noida-ffid","1825","18","1828","0.01","2022-02-20 22:15","mobile"
"https://www.99acres.com/commercial-property-in-noida-ffid","2001","26","2022","0.05","2022-02-20 22:15","mobile"
"https://www.99acres.com/commercial-property-for-rent-in-noida-ffid","2104","20","2117","0","2022-02-20 22:15","mobile"
"https://www.99acres.com/mahagun-moderne-rent-in-sector-78-noida-5512-rnpffid","1528","19","1573","0.01","2022-02-20 22:15","mobile"
"https://www.99acres.com/property-in-noida-ffid","1766","37","1775","0.05","2022-02-20 22:15","mobile"
"https://www.99acres.com/property-in-sector-150-noida-ffid","1705","no data","1775","0.04","2022-02-20 22:15","mobile"
"https://www.99acres.com","1663","23","1816","0.06","2022-02-20 22:15","mobile"
"https://www.99acres.com/property-in-noida-ffid","1750","38","1756","0.05","2022-02-21 09:07","mobile"
"https://www.99acres.com/property-in-sector-150-noida-ffid","1706","no data","1754","0.05","2022-02-21 09:07","mobile"
"https://www.99acres.com/residential-apartments-in-paldi-ahmedabad-west-ffid","2186","45","2199","0.04","2022-02-21 09:07","mobile"
"https://www.99acres.com/property-for-rent-in-noida-ffid","1834","23","1850","0.03","2022-02-21 09:07","mobile"
"https://www.99acres.com/2-bhk-flats-for-rent-in-bhopal-ffid","1581","22","1618","0.02","2022-02-21 09:07","mobile"
"https://www.99acres.com/rent-paying-guest-pg-in-noida-ffid","1844","18","1841","0.01","2022-02-21 09:07","mobile"
"https://www.99acres.com/commercial-property-in-noida-ffid","2030","25","2041","0.05","2022-02-21 09:07","mobile"
"https://www.99acres.com/commercial-property-for-rent-in-noida-ffid","2095","19","2098","0","2022-02-21 09:07","mobile"
"https://www.99acres.com/mahagun-moderne-rent-in-sector-78-noida-5512-rnpffid","1484","no data","1516","0.01","2022-02-21 09:07","mobile"
"https://www.99acres.com/property-in-noida-ffid","1750","38","1756","0.05","2022-02-21 09:07","mobile"
"https://www.99acres.com/property-in-sector-150-noida-ffid","1706","no data","1754","0.05","2022-02-21 09:07","mobile"
"https://www.99acres.com","1662","23","1815","0.06","2022-02-21 09:07","mobile"
"https://www.99acres.com/property-in-noida-ffid","1750","38","1756","0.05","2022-02-21 10:15","mobile"
"https://www.99acres.com/property-in-sector-150-noida-ffid","1706","no data","1754","0.05","2022-02-21 10:15","mobile"
"https://www.99acres.com/residential-apartments-in-paldi-ahmedabad-west-ffid","2186","45","2199","0.04","2022-02-21 10:15","mobile"
"https://www.99acres.com/property-for-rent-in-noida-ffid","1834","23","1850","0.03","2022-02-21 10:15","mobile"
"https://www.99acres.com/2-bhk-flats-for-rent-in-bhopal-ffid","1581","22","1618","0.02","2022-02-21 10:15","mobile"
"https://www.99acres.com/rent-paying-guest-pg-in-noida-ffid","1844","18","1841","0.01","2022-02-21 10:15","mobile"
"https://www.99acres.com/commercial-property-in-noida-ffid","2030","25","2041","0.05","2022-02-21 10:15","mobile"
"https://www.99acres.com/commercial-property-for-rent-in-noida-ffid","2095","19","2098","0","2022-02-21 10:15","mobile"
"https://www.99acres.com/mahagun-moderne-rent-in-sector-78-noida-5512-rnpffid","1484","no data","1516","0.01","2022-02-21 10:15","mobile"
"https://www.99acres.com/property-in-sector-150-noida-ffid","1706","no data","1754","0.05","2022-02-21 10:15","mobile"
"https://www.99acres.com/property-in-noida-ffid","1750","38","1756","0.05","2022-02-21 12:15","mobile"
"https://www.99acres.com/property-in-sector-150-noida-ffid","1706","no data","1754","0.05","2022-02-21 12:15","mobile"
